sourceId,targetId
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_BEGIN_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_BEGIN_DT_STR
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_END_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_END_FLAG
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_NAME
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|MONTH_NUMBER
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|OCCURRENCE_IN_MONTH
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|PREV_DAY_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|QTR_BEGIN_DT_STR
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|QUARTER_BEGIN_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|QUARTER_END_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|QUARTER_NUMBER
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|QUARTER_STR
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|SAME_DAY_YEAR_AGO
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|TOMORROW_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|USA_FISCAL_YEAR_BEGIN_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|USA_FISCAL_YEAR_END_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|WEEKDAY_CT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|WEEKEND_FLAG
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|WEEK_BEGIN_DT
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|WEEK_BEGIN_DT_STR
emr|dbo|CALENDAR_DATES,emr|dbo|CALENDAR_DATES|WEEK_ENDING_DT
